GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
749230906,20180420,201804,2018,2018.3014,MNCUSAHLH,ABBOTT LABORATORIES,USA,,,,,MNC,HLH,,,,,,,,,,,,1,10,10,1,1,0,10,1,10,0.198216056,1,Canada,CA,CA,60,-96,CA,0,,,,,,,1,Canada,CA,CA,60,-96,CA,20180420,https://stocknewstimes.com/2018/04/19/mariner-wealth-advisors-llc-acquires-12127-shares-of-abbott-laboratories-abt.html
749227195,20180420,201804,2018,2018.3014,MNCUSAHLH,ABBOTT LABORATORIES,USA,,,,,MNC,HLH,,RUS,RUSSIA,RUS,,,,,,,,0,111,111,11,3,-2,10,1,10,-2.612481858,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20180420,http://news.trust.org/item/20180418200143-f83nk/
749467026,20180420,201804,2018,2018.3014,MNCUSAHLH,ABIOMED,USA,,,,,MNC,HLH,,,,,,,,,,,,1,60,60,6,2,6,6,1,6,2.803738318,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,0,,,,,,,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,20180420,https://www.dicardiology.com/content/360-view-cath-lab-northwestern-medicine-central-dupage-hospital
749467027,20180420,201804,2018,2018.3014,MNCUSAHLH,ABIOMED,USA,,,,,MNC,HLH,,USA,UNITED STATES,USA,,,,,,,,1,60,60,6,2,6,2,1,2,2.803738318,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,20180420,https://www.dicardiology.com/content/360-view-cath-lab-northwestern-medicine-central-dupage-hospital
749420462,20180420,201804,2018,2018.3014,MNCUSAHLH,ABRAXIS BIOSCIENCE,USA,,,,,MNC,HLH,,MNCUSABUS,GENZYME CORPORATION,USA,,,,,MNC,BUS,,0,10,10,1,1,0,10,1,10,0.862998921,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,20180420,http://forimmediaterelease.net/global-200-billion-opportunity-for-nanoparticle-drug-delivery-market-by-2024-size-current-trends-and-dynamics-236971/
749420463,20180420,201804,2018,2018.3014,MNCUSAHLH,ABRAXIS BIOSCIENCE,USA,,,,,MNC,HLH,,MNCUSABUS,GENZYME CORPORATION,USA,,,,,MNC,BUS,,0,84,84,8,2,7,10,1,10,0.862998921,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,20180420,http://forimmediaterelease.net/global-200-billion-opportunity-for-nanoparticle-drug-delivery-market-by-2024-size-current-trends-and-dynamics-236971/
749488115,20180420,201804,2018,2018.3014,MNCUSA,ACTIVISION BLIZZARD,USA,,,,,MNC,,,,,,,,,,,,,0,16,16,1,1,-2,5,1,5,-6.906906907,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,0,,,,,,,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,20180420,https://www.callawyer.com/articles/347101-did-you-mark-i-didn-t-notice-the-marking-statute-and-licensed-patents
749250459,20180420,201804,2018,2018.3014,MNCUSA,AFLAC,USA,,,,,MNC,,,,,,,,,,,,,0,20,20,2,1,3,10,1,10,5.050505051,2,"Nevada, United States",US,USNV,38.4199,-117.122,NV,0,,,,,,,2,"Nevada, United States",US,USNV,38.4199,-117.122,NV,20180420,http://www.causehub.com/blog/2018/04/19/chris-young-joins-aflac-to-present-first-ever-aflac-acm-lifting-lives-honor-for-excellence-in-music-therapy/
749392705,20180420,201804,2018,2018.3014,MNCUSA,AFLAC,USA,,,,,MNC,,,,,,,,,,,,,1,14,14,1,1,0,10,1,10,-10.71428571,1,United States,US,US,39.828175,-98.5795,US,0,,,,,,,1,United States,US,US,39.828175,-98.5795,US,20180420,https://wvrecord.com/stories/511395514-policyholder-alleges-aflac-breached-contract
749392707,20180420,201804,2018,2018.3014,MNCUSA,AFLAC,USA,,,,,MNC,,,,,,,,,,,,,1,128,128,12,3,-5,10,1,10,-10.71428571,1,United States,US,US,39.828175,-98.5795,US,0,,,,,,,1,United States,US,US,39.828175,-98.5795,US,20180420,https://wvrecord.com/stories/511395514-policyholder-alleges-aflac-breached-contract
749485612,20180420,201804,2018,2018.3014,MNCUSA,ALAMO GROUP,USA,,,,,MNC,,,,,,,,,,,,,1,20,20,2,1,3,5,1,5,0.9765625,2,"Georgia, United States",US,USGA,32.9866,-83.6487,GA,0,,,,,,,2,"Georgia, United States",US,USGA,32.9866,-83.6487,GA,20180420,https://www.wkrb13.com/2018/04/20/alamo-group-alg-and-agco-agco-head-to-head-review.html
749439682,20180420,201804,2018,2018.3014,MNCUSAHLH,ALEXION PHARMACEUTICAL,USA,,,,,MNC,HLH,,USA,RHODE ISLAND,USA,,,,,,,,0,874,87,8,2,10,3,1,3,0.185988841,3,"Brown University, Rhode Island, United States",US,USRI,41.8262,-71.3976,1219651,2,"Rhode Island, United States",US,USRI,41.6772,-71.5101,RI,2,"Rhode Island, United States",US,USRI,41.6772,-71.5101,RI,20180420,http://www.golocalprov.com/business/new-ma-gained-4700-jobs-in-march
749439683,20180420,201804,2018,2018.3014,MNCUSAHLH,ALEXION PHARMACEUTICAL,USA,,,,,MNC,HLH,,USA,RHODE ISLAND,USA,,,,,,,,0,874,87,8,2,10,6,1,6,0.185988841,2,"Rhode Island, United States",US,USRI,41.6772,-71.5101,RI,2,"Rhode Island, United States",US,USRI,41.6772,-71.5101,RI,2,"Rhode Island, United States",US,USRI,41.6772,-71.5101,RI,20180420,http://www.golocalprov.com/business/new-ma-gained-4700-jobs-in-march
749439681,20180420,201804,2018,2018.3014,MNCUSAHLH,ALEXION PHARMACEUTICAL,USA,,,,,MNC,HLH,,USA,RHODE ISLAND,USA,,,,,,,,0,874,87,8,2,10,1,1,1,0.185988841,3,"Brown University, Rhode Island, United States",US,USRI,41.8262,-71.3976,1219651,3,"Brown University, Rhode Island, United States",US,USRI,41.8262,-71.3976,1219651,3,"Brown University, Rhode Island, United States",US,USRI,41.8262,-71.3976,1219651,20180420,http://www.golocalprov.com/business/new-ma-gained-4700-jobs-in-march
749369117,20180420,201804,2018,2018.3014,MNCUSAHLH,ALLERGAN INC,USA,,,,,MNC,HLH,,MNCUSA,INTUITIVE SURGICAL INC,USA,,,,,MNC,,,0,20,20,2,1,3,5,1,5,-3.010033445,1,Canada,CA,CA,60,-96,CA,1,Canada,CA,CA,60,-96,CA,1,Canada,CA,CA,60,-96,CA,20180420,https://www.openpr.com/news/1025057/Bariatric-Surgical-Procedures-Market-to-Make-Great-Impact-in-Near-Future-by-2025.html
749301644,20180420,201804,2018,2018.3014,MNCUSA,ALLIANCE RESOURCE PARTNERS,USA,,,,,MNC,,,GOV,PRESIDENT,,,,,,GOV,,,0,70,70,7,2,7,12,2,12,-0.430416069,2,"California, United States",US,USCA,36.17,-119.746,CA,2,"California, United States",US,USCA,36.17,-119.746,CA,2,"California, United States",US,USCA,36.17,-119.746,CA,20180420,http://www.nwaonline.com/news/2018/apr/20/trump-studies-plan-to-save-coal-2018042/
749244270,20180420,201804,2018,2018.3014,MNCUSA,ALLIANCE RESOURCE PARTNERS,USA,,,,,MNC,,,GOV,PRESIDENT,,,,,,GOV,,,0,71,71,7,2,7.4,16,2,16,-0.642452344,2,"California, United States",US,USCA,36.17,-119.746,CA,2,"California, United States",US,USCA,36.17,-119.746,CA,2,"California, United States",US,USCA,36.17,-119.746,CA,20180420,http://www.santafenewmexican.com/news/trump-may-invoke-defense-act-to-boost-coal-plants/article_34ff96d2-0aaa-5a7c-abd1-ca29dfadce85.html
749244269,20180420,201804,2018,2018.3014,MNCUSA,ALLIANCE RESOURCE PARTNERS,USA,,,,,MNC,,,GOV,PRESIDENT,,,,,,GOV,,,0,71,71,7,2,7.4,4,1,4,-0.666666667,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20180420,http://www.santafenewmexican.com/news/trump-may-invoke-defense-act-to-boost-coal-plants/article_34ff96d2-0aaa-5a7c-abd1-ca29dfadce85.html
749301645,20180420,201804,2018,2018.3014,MNCUSA,ALLIANCE RESOURCE PARTNERS,USA,,,,,MNC,,,GOV,PRESIDENT,,,,,,GOV,,,0,70,70,7,2,7,8,2,8,-0.430416069,2,"West Virginia, United States",US,USWV,38.468,-80.9696,WV,2,"West Virginia, United States",US,USWV,38.468,-80.9696,WV,2,"West Virginia, United States",US,USWV,38.468,-80.9696,WV,20180420,http://www.nwaonline.com/news/2018/apr/20/trump-studies-plan-to-save-coal-2018042/
749305384,20180420,201804,2018,2018.3014,MNCUSAHLH,AMERISOURCEBERGEN,USA,,,,,MNC,HLH,,MNCCHE,CREDIT SUISSE,CHE,,,,,MNC,,,1,10,10,1,1,0,10,1,10,2.27014756,0,,,,,,,0,,,,,,,0,,,,,,,20180420,http://bangaloreweekly.com/2018-04-19-amerisourcebergen-corp-abc-shares-bought-by-candriam-luxembourg-s-c-a/
749222768,20180420,201804,2018,2018.3014,MNCUSA,ANHEUSER BUSCH,USA,,,,,MNC,,,,,,,,,,,,,0,46,46,4,1,7,2,1,2,0.94637224,4,"Carlton, Tasmania, Australia",AS,AS06,-42.8667,147.683,-1564342,0,,,,,,,4,"Carlton, Tasmania, Australia",AS,AS06,-42.8667,147.683,-1564342,20180420,https://www.queenslandcountrylife.com.au/story/5352360/mgs-crisis-managers-leave-as-saputo-gets-firb-approval/?cs=4733
749247273,20180420,201804,2018,2018.3014,MNCUSA,APPLE INC,USA,,,,,MNC,,,,,,,,,,,,,1,353,35,3,1,7,10,1,10,-2.280701754,1,North Korea,KN,KN,40,127,KN,0,,,,,,,1,North Korea,KN,KN,40,127,KN,20180420,http://www.freerepublic.com/focus/f-news/3648892/posts
749342175,20180420,201804,2018,2018.3014,MNCUSA,APPLE INC,USA,,,,,MNC,,,MNCDEU,DEUTSCHE BANK,DEU,,,,,MNC,,,1,60,60,6,2,6,20,1,20,-3.231017771,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20180420,https://www.japantimes.co.jp/opinion/2018/04/20/commentary/world-commentary/u-s-earns-china-trade-numbers-reveal/
749491187,20180420,201804,2018,2018.3014,MNCUSA,ARCHER DANIELS MIDLAND,USA,,,,,MNC,,,DEU,HAMBURG,DEU,,,,,,,,1,43,43,4,1,2.8,10,1,10,1.176470588,2,"Illinois, United States",US,USIL,40.3363,-89.0022,IL,4,"Hamburg, Hamburg, Germany",GM,GM04,53.55,10,-1785434,2,"Illinois, United States",US,USIL,40.3363,-89.0022,IL,20180420,https://herald-review.com/business/agriculture/adm-hosts-rauner-illinois-business-leaders-at-german-facility/article_0544ddd4-34c7-5180-9af7-167f9ddb663c.html
749443656,20180420,201804,2018,2018.3014,MNCUSA,ARTHUR J. GALLAGHER,USA,,,,,MNC,,,BUSMED,COMPANY,,,,,,BUS,MED,,1,84,84,8,2,7,30,3,30,1.710115416,3,"Rolling Meadows, Illinois, United States",US,USIL,42.0842,-88.0131,416895,2,"Illinois, United States",US,USIL,40.3363,-89.0022,IL,2,"Illinois, United States",US,USIL,40.3363,-89.0022,IL,20180420,http://www.4-traders.com/ARTHUR-J-GALLAGHER-CO-11601/news/Arthur-J-Gallagher-Co-Announces-First-Quarter-2018-Earnings-Release-And-Conference-Call-Date-26396232/
749365263,20180420,201804,2018,2018.3014,MNCUSA,BANK OF AMERICA,USA,,,,,MNC,,,,,,,,,,,,,1,10,10,1,1,0,6,1,6,-6.593406593,1,China,CH,CH,35,105,CH,0,,,,,,,1,China,CH,CH,35,105,CH,20180420,http://www.trustedreviews.com/news/iphone-sales-might-surprising-magnitude-worse-expected-analysts-fear-3458996
749258908,20180420,201804,2018,2018.3014,MNCUSA,BANK OF AMERICA,USA,,,,,MNC,,,,,,,,,,,,,1,61,61,6,2,6.4,4,1,4,-0.597609562,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,0,,,,,,,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,20180420,https://www.hydrocarbons-technology.com/news/deals-week-south-jersey-industries-serinus-energy/
749488118,20180420,201804,2018,2018.3014,MNCUSA,BANK OF AMERICA,USA,,,,,MNC,,,,,,,,,,,,,1,70,70,7,2,7,2,1,2,2.380952381,1,United States,US,US,39.828175,-98.5795,US,0,,,,,,,1,United States,US,US,39.828175,-98.5795,US,20180420,https://www.ithacajournal.com/story/news/2018/04/20/cornell-and-bank-america-launch-online-learning-portal-womens-entrepreneurship/537309002/
749282627,20180420,201804,2018,2018.3014,MNCUSA,BANK OF AMERICA,USA,,,,,MNC,,,,,,,,,,,,,0,874,87,8,2,10,6,1,6,2.073940487,1,United States,US,US,39.828175,-98.5795,US,0,,,,,,,1,United States,US,US,39.828175,-98.5795,US,20180420,https://seekingalpha.com/article/4164269-bank-america-one-time-benefit-also-long-term-tailwind
749280504,20180420,201804,2018,2018.3014,MNCUSA,BANK OF AMERICA,USA,,,,,MNC,,,,,,,,,,,,,0,42,42,4,1,1.9,3,1,3,-1.2,4,"Jeddah, Makkah, Saudi Arabia",SA,SA14,21.5169,39.2192,-3096108,0,,,,,,,4,"Jeddah, Makkah, Saudi Arabia",SA,SA14,21.5169,39.2192,-3096108,20180420,http://www.baystreet.ca/articles/commodities/38192/100-Oil-Is-Back-On-The-Table
749365268,20180420,201804,2018,2018.3014,MNCUSA,BANK OF AMERICA,USA,,,,,MNC,,,TWN,TAIWAN,TWN,,,,,,,,1,10,10,1,1,0,2,1,2,-6.593406593,1,China,CH,CH,35,105,CH,1,China,CH,CH,35,105,CH,1,China,CH,CH,35,105,CH,20180420,http://www.trustedreviews.com/news/iphone-sales-might-surprising-magnitude-worse-expected-analysts-fear-3458996
749373537,20180420,201804,2018,2018.3014,MNCUSA,BANK OF AMERICA,USA,,,,,MNC,,,TWN,TAIWAN,TWN,,,,,,,,1,130,130,13,3,-4.4,8,1,8,-1.866666667,1,Taiwan,TW,TW,24,121,TW,1,Taiwan,TW,TW,24,121,TW,1,Taiwan,TW,TW,24,121,TW,20180420,https://www.cnbc.com/2018/04/20/morgan-stanley-apple-stock-may-fall-on-materially-weaker-iphone-sales.html
749488125,20180420,201804,2018,2018.3014,MNCUSA,BANK OF AMERICA,USA,,,,,MNC,,,USA,UNITED STATES,USA,,,,,,,,1,70,70,7,2,7,4,1,4,2.380952381,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,20180420,https://www.ithacajournal.com/story/news/2018/04/20/cornell-and-bank-america-launch-online-learning-portal-womens-entrepreneurship/537309002/
749250482,20180420,201804,2018,2018.3014,MNCUSA,BANK OF AMERICA,USA,,,,,MNC,,,USA,UNITED STATES,USA,,,,,,,,0,100,100,10,3,-5,2,1,2,-9.072580645,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,20180420,http://www.fox5vegas.com/story/37999573/serial-bank-robbery-suspect-arrested-after-holdups-in-henderson-and-chinatown
749282630,20180420,201804,2018,2018.3014,MNCUSA,BANK OF AMERICA,USA,,,,,MNC,,,BUS,BANK,,,,,,BUS,,,1,51,51,5,1,3.4,1,1,1,2.073940487,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,20180420,https://seekingalpha.com/article/4164269-bank-america-one-time-benefit-also-long-term-tailwind
749354050,20180420,201804,2018,2018.3014,MNCUSA,BANK OF AMERICA,USA,,,,,MNC,,,GOV,GOVERNMENT,,,,,,GOV,,,1,20,20,2,1,3,8,2,8,-3.903638589,1,Zambia,ZA,ZA,-15,30,ZA,1,Zambia,ZA,ZA,-15,30,ZA,1,Zambia,ZA,ZA,-15,30,ZA,20180420,https://www.bloomberg.com/news/articles/2018-04-20/zambia-risks-asset-attachments-as-it-owes-libya-400-million
749354053,20180420,201804,2018,2018.3014,MNCUSA,BANK OF AMERICA,USA,,,,,MNC,,,ZMB,ZAMBIA,ZMB,,,,,,,,1,10,10,1,1,0,16,2,16,-3.903638589,1,Zambia,ZA,ZA,-15,30,ZA,1,Zambia,ZA,ZA,-15,30,ZA,1,Zambia,ZA,ZA,-15,30,ZA,20180420,https://www.bloomberg.com/news/articles/2018-04-20/zambia-risks-asset-attachments-as-it-owes-libya-400-million
749280509,20180420,201804,2018,2018.3014,MNCUSA,BANK OF AMERICA,USA,,,,,MNC,,,SAU,SAUDI ARABIA,SAU,,,,,,,,0,42,42,4,1,1.9,1,1,1,-1.2,4,"Riyadh, Ar Riya?, Saudi Arabia",SA,SA10,24.6408,46.7728,-3093009,4,"Riyadh, Ar Riya?, Saudi Arabia",SA,SA10,24.6408,46.7728,-3093009,4,"Riyadh, Ar Riya?, Saudi Arabia",SA,SA10,24.6408,46.7728,-3093009,20180420,http://www.baystreet.ca/articles/commodities/38192/100-Oil-Is-Back-On-The-Table
749450943,20180420,201804,2018,2018.3014,MNCUSA,BANK OF AMERICA,USA,,,,,MNC,,,USA,UNITED STATES,USA,,,,,,,,1,112,112,11,3,-2,4,1,4,-10.89108911,3,"Las Vegas Valley, Nevada, United States",US,USNV,35.9122,-115.12,858258,3,"Las Vegas Valley, Nevada, United States",US,USNV,35.9122,-115.12,858258,3,"Las Vegas Valley, Nevada, United States",US,USNV,35.9122,-115.12,858258,20180420,https://www.reviewjournal.com/crime/robberies/suspect-in-armed-bank-robberies-in-las-vegas-valley-arrested/
749258912,20180420,201804,2018,2018.3014,MNCUSA,BANK OF AMERICA,USA,,,,,MNC,,,USA,UNITED STATES,USA,,,,,,,,1,61,61,6,2,6.4,2,1,2,-0.597609562,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,20180420,https://www.hydrocarbons-technology.com/news/deals-week-south-jersey-industries-serinus-energy/
749412627,20180420,201804,2018,2018.3014,MNCUSA,BLACKROCK,USA,,,,,MNC,,,BUS,COMPANY,,,,,,BUS,,,0,20,20,2,1,3,10,1,10,-0.763105508,0,,,,,,,0,,,,,,,0,,,,,,,20180420,http://mondaq.com/unitedstates/x/694256/Corporate+Governance/Fiduciary+Duty+Yellow+Flags+for+Proxy+Season
749222771,20180420,201804,2018,2018.3014,MNCUSA,BLACKROCK,USA,,,,,MNC,,,,,,,,,,,,,0,71,71,7,2,7.4,3,1,3,-4,1,Puerto Rico,RQ,RQ,18.2359,-66.4838,RQ,0,,,,,,,1,Puerto Rico,RQ,RQ,18.2359,-66.4838,RQ,20180420,https://www.villagevoice.com/2018/04/16/nyu-students-say-school-official-threatened-their-financial-aid-over-protests/
749447242,20180420,201804,2018,2018.3014,MNCUSA,BLACKROCK,USA,,,,,MNC,,,,,,,,,,,,,0,71,71,7,2,7.4,1,1,1,-0.234301781,4,"Foxton, New Zealand (general), New Zealand",NZ,NZ00,-40.4667,175.3,119972,0,,,,,,,4,"Foxton, New Zealand (general), New Zealand",NZ,NZ00,-40.4667,175.3,119972,20180420,http://www.nzherald.co.nz/opinion/news/article.cfm?c_id=466&objectid=12036609
749396708,20180420,201804,2018,2018.3014,MNCUSA,BLACKROCK,USA,,,,,MNC,,,,,,,,,,,,,0,71,71,7,2,7.4,1,1,1,-0.847457627,3,"Blackrock, Florida, United States",US,USFL,28.6753,-82.7109,278939,0,,,,,,,3,"Blackrock, Florida, United States",US,USFL,28.6753,-82.7109,278939,20180420,https://www.investopedia.com/news/lots-etfs-have-exposure-gunmakers-study-says/
749447241,20180420,201804,2018,2018.3014,MNCUSA,BLACKROCK,USA,,,,,MNC,,,,,,,,,,,,,0,71,71,7,2,7.4,5,1,5,-0.360320725,4,"Blackrock, South Australia, Australia",AS,AS05,-32.8333,138.7,-1559625,0,,,,,,,4,"Blackrock, South Australia, Australia",AS,AS05,-32.8333,138.7,-1559625,20180420,http://www.nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=12036609
749212523,20180420,201804,2018,2018.3014,MNCUSA,BLACKROCK,USA,,,,,MNC,,,,,,,,,,,,,0,110,110,11,3,-2,1,1,1,1.555869873,4,"Blackrock, Perak, Malaysia",MY,MY07,4.0214,100.513,-2359076,0,,,,,,,4,"Blackrock, Perak, Malaysia",MY,MY07,4.0214,100.513,-2359076,20180420,http://www.dnaindia.com/business/report-pai-munjal-burman-in-last-lap-for-fortis-healthcare-2606764
749346204,20180420,201804,2018,2018.3014,MNCUSA,BLACKROCK,USA,,,,,MNC,,,CHN,CHINESE,CHN,,,,,,,,0,12,12,1,1,-0.4,8,2,8,-1.964233764,4,"Blackrock, United Kingdom (general), United Kingdom",UK,UK00,51.8,-3.15,-2590136,1,China,CH,CH,35,105,CH,1,China,CH,CH,35,105,CH,20180420,https://www.msn.com/en-us/news/technology/tech-companies-with-financial-industry-aspirations-will-find-a-way-around-the-rules/ar-AAw6l49
749222791,20180420,201804,2018,2018.3014,MNCUSA,BLACKROCK,USA,,,,,MNC,,,USAPRI,PUERTO RICO,USA,,,,,,,,0,71,71,7,2,7.4,4,1,4,-4,1,Puerto Rico,RQ,RQ,18.2359,-66.4838,RQ,1,Puerto Rico,RQ,RQ,18.2359,-66.4838,RQ,1,Puerto Rico,RQ,RQ,18.2359,-66.4838,RQ,20180420,https://www.villagevoice.com/2018/04/16/nyu-students-say-school-official-threatened-their-financial-aid-over-protests/
749369108,20180420,201804,2018,2018.3014,MNCUSA,BLACKROCK,USA,,,,,MNC,,,ESP,SPAIN,ESP,,,,,,,,0,71,71,7,2,7.4,8,2,8,0.444938821,4,"Blackrock, South Australia, Australia",AS,AS05,-32.8333,138.7,-1559625,1,Spain,SP,SP,40,-4,SP,4,"Blackrock, South Australia, Australia",AS,AS05,-32.8333,138.7,-1559625,20180420,http://www.proactiveinvestors.co.uk/columns/jackhammer/29616/chinese-economy-boosts-mining-shares-at-the-top-end-of-the-market-but-at-the-junior-end-things-arent-so-rosy-29616.html
749447243,20180420,201804,2018,2018.3014,MNCUSA,BLACKROCK,USA,,,,,MNC,,,AUS,AUSTRALIA,AUS,,,,,,,,0,71,71,7,2,7.4,6,1,6,-0.360320725,4,"Blackrock, South Australia, Australia",AS,AS05,-32.8333,138.7,-1559625,4,"Blackrock, South Australia, Australia",AS,AS05,-32.8333,138.7,-1559625,4,"Blackrock, South Australia, Australia",AS,AS05,-32.8333,138.7,-1559625,20180420,http://www.nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=12036609
749376031,20180420,201804,2018,2018.3014,MNCUSA,BLACKROCK,USA,,,,,MNC,,,BUS,BANK,,,,,,BUS,,,1,833,83,8,2,5,15,1,15,1.333333333,4,"Warsaw, (PL67), Poland",PL,PL67,52.25,21,-534433,4,"Warsaw, (PL67), Poland",PL,PL67,52.25,21,-534433,4,"Warsaw, (PL67), Poland",PL,PL67,52.25,21,-534433,20180420,https://www.reuters.com/article/us-aliorbank-blackrock/blackrock-holds-5-percent-stake-in-polands-alior-bank-idUSKBN1HR1VY
749463594,20180420,201804,2018,2018.3014,MNCUSA,BOEING,USA,,,,,MNC,,,,,,,,,,,,,1,71,71,7,2,7.4,10,1,10,-1.098901099,2,"Alabama, United States",US,USAL,32.799,-86.8073,AL,0,,,,,,,2,"Alabama, United States",US,USAL,32.799,-86.8073,AL,20180420,https://whmi.com/news/national/southwest-passengers-on-flight-with-deadly-engine-failure-ge
749463596,20180420,201804,2018,2018.3014,MNCUSA,BOEING,USA,,,,,MNC,,,,,,,,,,,,,1,90,90,9,2,-2,10,1,10,-1.098901099,2,"Alabama, United States",US,USAL,32.799,-86.8073,AL,0,,,,,,,2,"Alabama, United States",US,USAL,32.799,-86.8073,AL,20180420,https://whmi.com/news/national/southwest-passengers-on-flight-with-deadly-engine-failure-ge
749435545,20180420,201804,2018,2018.3014,MNCUSA,BOEING,USA,,,,,MNC,,,,,,,,,,,,,1,90,90,9,2,-2,10,1,10,-5.244755245,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,0,,,,,,,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,20180420,http://www.wbal.com/article/308128/110/southwest-passengers-on-flight-with-deadly-engine-failure-get-money-travel-vouchers
749435544,20180420,201804,2018,2018.3014,MNCUSA,BOEING,USA,,,,,MNC,,,,,,,,,,,,,1,71,71,7,2,7.4,10,1,10,-5.244755245,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,0,,,,,,,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,20180420,http://www.wbal.com/article/308128/110/southwest-passengers-on-flight-with-deadly-engine-failure-get-money-travel-vouchers
749326752,20180420,201804,2018,2018.3014,MNCUSA,BOEING,USA,,,,,MNC,,,,,,,,,,,,,1,193,193,19,4,-10,30,3,30,-5.177735206,1,Israel,IS,IS,31.5,34.75,IS,0,,,,,,,1,Israel,IS,IS,31.5,34.75,IS,20180420,http://komonews.com/news/local/troopers-looking-for-suspect-who-fired-shots-at-man-pregnant-wife-on-i-5
749376027,20180420,201804,2018,2018.3014,MNCUSA,BOEING,USA,,,,,MNC,,,,,,,,,,,,,0,51,51,5,1,3.4,6,1,6,6.271186441,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,0,,,,,,,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,20180420,http://www.aerospacemanufacturinganddesign.com/article/boeing-honors-suppliers-year-awards-042018/
749330373,20180420,201804,2018,2018.3014,MNCUSA,BOEING,USA,,,,,MNC,,,,,,,,,,,,,0,111,111,11,3,-2,10,1,10,4.305283757,1,Oman,MU,MU,21,57,MU,0,,,,,,,1,Oman,MU,MU,21,57,MU,20180420,https://travelprnews.com/oman-air-to-showcase-its-first-class-mini-suite-at-the-arabian-travel-market-22-25-april-6562641302/travel-press-release/2018/04/20/
